url,segment_no,cumle_icerigi,sozcuk_sayisi
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,15, mayıs ta uçuşlar kontrollü şekilde başlayacak,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,16,abd den uçuş olursa mayıs ta bütün oyuncular gelecek şekilde rezervasyonu yaptık değerlendirmesinde bulundu nba de takım çalıştırma hedefinin olup olmadığı sorusunu yanıtlayan ataman şunları söyledi avrupa ligi ndeki basketbol nba ayarına gelmiş durumda,34
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,17,nba de gerçek maçlar play off ta başlıyor orası bir şov haline geldi,13
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,18,avrupa ligi nde maç final havasında,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,19,anadolu efes avrupa basketbolunun organize kurumunda böyle bir kadroya antrenörlük yapmak benim güzel,13
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,20,larkin in nba opsiyonu var iyi bir takım bulursa gidecek anadolu efes in gelecekteki kadro yapılanması konusunda bilgil veren ataman larkin in nba opsiyonu var,25
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,21,i̇yi bir takım bulursa gidecek,5
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,22,bunun alternatif hazırlamamız lazım,4
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,23,i̇stikrardan yana olduğum aynı takımla devam etmek istiyorum,8
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,24,salgından dolayı basketbol global kriz yaşayacak,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,25,oyuncular etkilenecek transfer etkilenecek,4
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,26,buna yönelik hazırlıkları yapıyoruz,4
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,27,belki avrupa ligi nin nba deki maksimum minimum bütçe sistemine geçmesi gerekecek görüşünü bildirdi,14
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,28,türk basketbolunda kendisi açısından iz bırakan oyuncuları paylaşan ataman sözlerini şöyle noktaladı hidayet türkoğlu hüseyin beşok mehmet okur mirsad türkcan,20
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,29,son olarak cedi osman söyleyeceğim,5
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,30,ersan i̇lyasova ömer onan oyuncu var,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,31,furkan korkmaz genç olduğu listeye girmedi,6
https://www.indyturkish.com/node/172166/spor/ergin-atamandan-shane-larkin-açıklaması-nba-opsiyonu-var-iyi-bir-takım-bulursa,32,independent türkçe ajanslar,3
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,0,dünyanın farklı ülkelerinden türkiye ye getirilen vatandaşlar sakarya ya tayini çıkan polisler yeni tip koronavirüs kovid tedbirleri kapsamında gözetim altında tutuldukları gençlik spor bakanlığına bağlı yurtlardan tahliye edilmelerinin ardından arkalarında duygu yüklü mektuplar bıraktı aralarında ürdün i̇ngiltere i̇rlanda ukrayna özbekistan dan gelenler sakarya ya yeni atanan emniyet mensuplarının bulunduğu yaklaşık bin kişi rahime sultan sakarya arif nihat asya sabahattin zaim muhammet fatih safitürk yurtlarında gün boyunca gözetim altında tutuldu,69
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,1,aralarında öğrenci iş adamı kaymakam adayları şoför işçilerin bulunduğu vatandaşlar son sağlık kontrolünün ardından evlerine gönderildi,16
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,2,misafirlerin yurttan ayrılmasının ardından görevliler odalarda vatandaşların minnettarlıklarını anlattıkları duygu dolu mektuplar buldu i̇ngiltere den gelen kübra ateş gözetim altında tutulduğu yurttan ayrılmadan önce süreci anlatan mektup bıraktı,28
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,3,ateş mektubunda kendilerine sunulan imkanlardan uzunca bahsetmeyeceğini belirterek yalnızca şunu söylemeliyim karantina şartları altında sağlanabilecek imkanlardan fazlası sunuldu bizler,19
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,4,beni mutlu eden bizlere hediye edilen kitaplardı,7
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,5,rastgele seçilmiş kitaplar değildi onlar ifadelerini kullandı mektubunda ülkesine döndüğü içinin rahat olduğunu dile getiren ateş karantina altında olsam dahi kişiye vatanının verdiği güveni başka hiçbir toprak parçasının veremeyeceğine emin oldum süreçte,32
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,6,i̇nanıyorum dünyayı saran kötü günler elbette geçecek yine aydınlık günlere uyanacağız,11
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,7,dilerim birimiz süreçten faydalı dersler çıkararak güzel yarınlar inşa ederiz,10
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,8,bizler fedakarlığı yaptığınız sizlere minnettarız,5
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,9,daima aydınlık geleceğiniz olsun duygularını paylaştı sakarya ya yeni atanan emniyet mensubu tuğba yavuz mektubunda odasında bugünlerin geçeceğini düşünerek umutla sabrettiğini kaydetti,22
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,10,i̇htiyaçlarının karşılandığını aktaran yavuz mektubuna şöyle devam etti biz burada iyiyiz,11
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,11,umarım kısa sürede düzelir eski halimize düzenimize döneriz,8
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,12,olacak inanıyorum inanmaya ihtiyacımız var,5
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,13,misafirperverliğiniz teşekkür ederim,3
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,14,umarım gönlünüzce olur,3
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,15,bu günler gelip geçtiğinde hayatınıza kaldığınız yerden devam edersiniz,9
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,16,bu ülkenin bizlerin sizlere ihtiyacı var,6
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,17,kendinize dikkat edin,3
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,18,güzellikler sizi bulsun güzellikleri,4
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,19,sevgilerle,1
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,20,tek kelimeyle mükemmelsiniz i̇smini paylaşmayan bir vatandaş mektubunda yurtta kaldığı sürede türkiye nin kadar ileriye gittiğini büyüdüğünü gururla gördüğünü belirterek şunları kaydetti verilen müthiş imkanlar bizleri rahatlatan açıklamalar seferber olmuş bir türkiye emeği geçen çalışanlara cumhurbaşkanımıza bakanlarımıza herkese gözlerimizi yaşartan ilgilerinden dolayı teşekkür ediyorum,44
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,21,tek kelimeyle mükemmelsiniz,3
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,22,sözde gelişmiş birçok ülke vatandaşlarına hiçbir hizmet yapmazken benim ülkem hizmetin güzellerini yapma çabasında,14
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,23,mükemmel günler geçirdik karantinada unutmayacağımız gün,6
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,24,çocuklarımla mutluyduk,2
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,25,allah herkesten razı olsun rahmetini rızıklarını iyiliklerini ülkemizin sizlerin üzerine yağdırsın vahit yılmaz memleketine gitmeden bıraktığı notta her teşekkür ederiz,20
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,26,evimizi aratmadınız,2
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,27,güler yüzünüz daim olsun,4
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,28,mesajını paylaştı i̇simlerini yazmayan vatandaşlar görevlilerin güler yüzlü sabırlı yardımsever olmalarından dolayı memnuniyetlerini dile getirdikleri mektuplar bıraktı,17
https://www.indyturkish.com/node/172111/haber/karantina-sürecinin-ardından-yurtlarda-duygu-yüklü-mektuplar-kaldı,29,aa,1
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,0,i̇yi̇ parti genel başkanı meral akşener dün akşam habertürk kanalında yayınlanan teke tek özel programda fatih altaylı nın sorularını yanıtladı,20
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,1,terörle mücadelenin başarıyla yürütüldüğünü belirten akşener cumhurbaşkanı erdoğan siyasi olarak eskiden rasyonel bir kişiydi saray onu rasyonellikten kopardı yorumunu yaptı,20
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,2,bilim kurulu nun önerdiklerinin siyasi onaya ihtiyacı olmamalıydı cumhurbaşkanlığı hükümet sistemini eleştiren akşener şimdi kararlarda bir tek kişinin fikrine kanaatine mahkum durumdayız,22
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,3,o sayın erdoğan,3
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,4,kimse sorumluluğu üstlenemiyor türlü kararı sonuçta sayın erdoğan ın vermesi gerektiği bir sistem olduğu ortaya çıktı tek adam şeyi biliyor karar veriyor ifadelerini kullandı bilim kurulu oluşturulmasını başından beri desteklediğini belirten meral akşener kurulun önerilerinin siyasi onaya ihtiyaç duymasının yanlış olduğunu savundu sağlık bakanı fahrettin koca iyi niyetli çalışkan yorumunu yapan akşener sokağa çıkma yasağını hızısıhha kurulu nun ilan etmesi gerektiğini ileri sürdü akşener fatih altaylı nın kendisine ilettiği madem sağlık bakanı sağlık bakanlığının yaptığı işleri doğru buluyor,78
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,5,o bilim kurulu üyelerini atayan sağlık bakanını görev getirenin cumhurbaşkanı erdoğan olduğunu gözardı ediyor,14
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,6,sorusuna gülerek ayda yaptık dermişim yanıt verdi,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,7,günlük vaka sayısı un altına düştüğünde normalleşme başlamalı kademeli şekilde normal hayata dönmeye ilişkin görüş bildiren i̇yi̇ parti genel başkanı günlük vaka un altına inmeden rehavete kapılmamak gerektiğini aksi takdirde ikinci dalganın gelebileceğini öne sürdü,35
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,8,taramalar hazır evlerdeyken kapılar çalınarak yapılsın rastgele yapılacak hane ziyaretleri yoluyla koronavirüs taraması yapılması önerisinde bulunan meral akşener hazır evdeyken insanlar rastgele yapılması lazım bize bir resim çıksın yorumunu yaptı i̇yi̇ parti genel başkanı meral akşener in gündeminde ekonomik gidişat vardı,41
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,9,merkez bankası nın yedek akçeleri gitmiş geçilmeyen yollara inilmeyen uçaklara para ödüyoruz millet i̇ttifakı belediyelerinin yardımlarına izin verilmemesini eleştiren akşener özellikle garsonlar taksiciler yevmiye usulü çalışan kişilerin zor durumda olduğunu belirterek ekonomik destek vurgusu yaptı biz demiştik süreç içerisinde ailelere kişi başı tl para verin,45
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,10,ailelere lira verildi kime neye yetecek,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,11,ayrıca harcama garantisi olan fiş kart kuponun verilmesi lazım geldiğini söylemiştik,11
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,12,şimdi çalışan başına işletmelere bin lira para yardımı yapılması gerekiyor,10
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,13,bu havayollarına geçilmeyen tünellere köprülere ödenen paranın yarısı ediyor,9
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,14,geçilmediği devletin kesesinden giden paranın yarısı kadar,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,15,şimdi i̇şsizlik fonu vardı olduğunu bilmiyoruz,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,16,varlık fonu var bugün ortaya çıkan bilgiler ışığında milyar lira borçluymuş,11
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,17,merkez bankası nın ihtiyat akçeleri gitti,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,18,böyle bir duruma güne ekonomik olarak hazırlıklı mıyız derseniz ekonomik olarak hazırlıksızmışız,12
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,19,merkez bankası nın yedek akçeleri gitmiş geçilmeyen yollara inilmeyen uçaklara para ödüyoruz,12
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,20,i̇mamoğlu şeytan kovalamaktan namaza vakit bulamıyor konuşmasında şehir hastanelerine değinen akşener önce i̇ngiltere yaptı ekonomisini göçertti,16
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,21,hastane yapmayın diyen yok yapılsın yatak sayısı artsın garantili yapıyorsunuz eleştirisinde bulundu meral akşener sözlerini ifadelerle sürdürdü ekrem i̇mamoğlu şeytan kovalamaktan namaza vakit bulamıyor,24
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,22,bütün dikkat i̇stanbul belediyesi nin üzerinde,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,23,ne travmaymış atlatılamadı gitti,4
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,24,ne zormuş,2
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,25,azıcık nefes almaya fırsat tanısın onların büyükleri,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,26,kafayı kaldırdığında çekiç vuruluyor,4
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,27,damadı ikna edeceğini sanmıyorum parti olarak ekonomi programlarını hazırladıklarını belirten tarım odaklı hareket edilmesi gerektiğini savunan akşener i̇yi̇ parti nin ortaya koyduğu programı paylaşmaya hazır olduklarını söyledi ekledi yeter istensin vermeye hazırız,32
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,28,ama damadı ikna edeceğini sanmıyorum,5
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,29,basılan para malum gruplara gidiyor vatandaşa değil merkez bankası para bassa paranın vatandaşa değil belli gruplara gittiğini ileri süren akşener tarım gıda güvenliği erişiminin öncelikli konu olması gerektiğini savundu vatandaşın eline geçen bir para yok,35
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,30,bizim önerimiz büyük şirketler devlet tarafından kayyum atamadan işletilmeli normale döndürüldükten sonra tekrar devir edilmelidir,15
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,31,toprak konusunda benzer şeyler olacak ucuz şekilde toprak satın alımına kalkışacaklar,11
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,32,bunlara karşı dikkat etmesi gerekiyor maalesef para basılırsa gittiği yer iddialara göre malum beşli çete,15
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,33,bir paket açıklandı içinde yardım yok,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,34, milyar nakit yardımı var diğeri borçlandırmak üzere,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,35,küçük esnafa kredi gelmiyor takip ediyorum,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,36,para basıldı gitti,3
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,37,belli değil,2
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,38,silinen vergi borçlarını biliyoruz yakın tarihte,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,39,pandemiden sonra ülkeler kendi içlerine dönebilir,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,40,i̇thalat yaptığımız yerlerde rusya dan ukrayna dan buğday alamayabiliriz,9
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,41,dolayısıyla öncelikle gıda güvenliği gıda erişimi birinci öncelik dolayısıyla tarım tarım tarım tarım ilgili spesifik önerilerimiz oldu,17
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,42,hep başından itibaren kaale alınmadı tarımla ilgili bir stratejik programın hazırlanması gerekiyor,12
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,43,buna dair hiçbir duymadık,4
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,44,türkiye nin in üstünde bir alanı hizmet sektörü var,9
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,45,şimdi hizmet sektörü an itibarıyla gitti,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,46,turizm beraber gitti,3
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,47,böyle olunca turizmin ele alınması gerekiyor istihdam yaratmak yatırım gerekecek,10
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,48,bundan sonrakinden fazla hizmet sektöründen açığa çıkan insanların bir şekilde istihdam edilmesi lazım,13
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,49,bunun yolu sanayi artık kobi̇ lerden geçiyor,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,50,ben sayın erdoğan ın bir şiir okuduğu hapse gönderilmesini haksız buldum kendisine erdoğan la yakındınız hapse girerken onun yanında olmuştunuz oldu duruma gelindi,23
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,51,şeklindeki sorunun sorulduğunu belirten akşener kendisinin zaman mağdurun yanında olduğunu savundu ben sayın erdoğan ın bir şiir okuduğu hapse gönderilmesini haksız buldum hala haksız buluyorum,25
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,52,sayın erdoğan seçilmiş bir belediye başkanıydı,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,53,seçilmiş belediye başkanı millî iradenin tecellisi seçilir,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,54,millî iradenin yok farz edilmesini yanlış buldum,7
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,55,bugün yanlış buluyorum onun yanında oldum,6
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,56,o devrin güçlüleri ters düştüm,5
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,57,şimdi bugün ben hala aynı yerdeyim bugün ekrem bey açılan soruşturmaların karşısındayım zaman kavga etmişimdir,15
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,58,öyle bir huyum var,4
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,59,cüzdansızlar vicdansızlar kavgasının önüne geçmeliyiz meral akşener cumhurbaşkanlığı hükümet sistemi sürdüğü takdirde erdoğan duyulan sevginin sempatinin gramı kalmadan seçim kaybedeceğini savundu,21
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,60,bir insan şeyi bilemez,4
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,61,buraya yazıyorum seçim kaybetmek başka bir seçimi sıfır sevgi kaybetmek başka bir şeydir yorumunu yapan akşener milletvekillerinin şuanda bakan bakan yardımcılarına ulaşabildiğini öne sürdü,24
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,62,bunun nedeni seçmenden kaçmaları diyen i̇yi̇ parti genel başkanı akşener cumhurbaşkanı erdoğan ın saray hapsolduğunu ileri sürdü erdoğan keçiören deki evine taşınması önerisinde bulunan akşener pandemi sonrası türkiye nin ekonomisi konusunda endişelerim var benim cüzdansızlar vicdansızlar arasında,37
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,63,hani müslüm baba rahmet ediyordu yakarsa dünyayı garipler yakar,9
https://www.indyturkish.com/node/171026/siyaset/akşener-merkez-bankasının-yedek-akçeleri-gitmiş-geçilmeyen-yollara-inilmeyen,64,cüzdansız vicdansız kavgasının önüne geçmemiz lazım yorumunu yaptı,8
